username,reposted_username
J_Rumingkan9,ZAEffendy
KsatriaKhaibar,blackshark7890
Sofwan2310,tempodotco
NanglekL,blackshark7890
eddyazzy,DPP_PKB
robiharyadi86,blackshark7890
Granny_2277,dekade_08
Buddi_MM,DPP_PKB
IrenaRevi,golkarpedia
Kevindrasse,golkarpedia
SikkaNtt,dekade_08
akqierahman,blackshark7890
Masdjodi1,dekade_08
jauhar_fikri,DPP_PKB
Brigade01Arwan1,DPP_PKB
OiCoffe,Moyne897
totoksuyoto1,DPP_PKB
